1,Mead,466.5094246086236,491.5330871912095,33.35669596914647
226,Hansberry,644.3315488879371,314.65859384336966,31.186534085689583
3,Meither,132.55566715949449,444.4723497074184,10.426163122674906
4,Klenova,60.17974877515145,591.6250400703617,34.60261627939303
5,Stanton,717.8205315275815,566.8313552440819,27.508858098976738
7,Cleopatra,380.72779150299596,553.1947983650438,14.910590837248819
6,Baker,108.70705929869095,13.586117608257275,48.58043032814972
8,Rosa Bonheur,61.21917699698473,158.73141025857704,21.14619694276291
9,Joliot-Curie,350.693451920701,103.62399666027365,26.057040421395897
10,Cochram,298.9537322429263,483.40598699848596,26.388456527271483
11,Maria Celeste,477.3923830757919,325.1814295047018,40.554877745623436
12,Sayers,182.2907321655245,214.07584475078582,47.12658121715326
13,Greenaway,273.3531563856627,28.0681398778037,21.303099317753546
14,Potanina,192.72695522398942,17.86576419820245,48.96838406732474
15,Bonnevie,426.1586271742027,400.8178246628973,55.239929894927336
16,Addams,695.5935329929139,81.73675585184914,15.949707930772497
17,Graham,800.7916664082167,255.25043894178253,36.40123824893686
18,Sanger,256.6487679743708,117.39813527846587,54.9245621195025
20,Stowe,202.21984476394081,578.6214716939458,44.327883874425936
22,Barsova,791.4996965325757,554.8419142390298,15.183512634286124
25,O'Keeffe,278.2919472651071,227.6035769797713,55.21915179732626
26,Markham,846.057117200071,435.56112631421547,36.6481627542731
27,Boleyn,247.95771953551795,357.27805161495763,29.63680296911012
28,Andreianova,224.77969709179234,279.18837219874393,18.896300916542298
29,Henie,127.60952913790902,544.668922417453,27.11635991713169
30,Nevelson,410.9003334713229,252.88574177137596,31.943668232667292
31,Dickinson,663.7139647519073,73.24407583147598,19.076851467679234
33,Seymour,62.80917157456564,63.337098953359636,26.2000098787979
34,Dix,490.3506114201479,65.7201311754462,37.25725028169585
36,Alcott,650.9426617034763,450.3609395049471,45.585467415530026
37,Aglaonice,563.6152028146328,567.1298792973248,15.628968241987813
927,Batten,573.0864564098597,224.73983011239199,52.3250744959852
40,Gautier,642.8582650185197,25.298455063881175,17.846345484747864
41,Vigee-Lebrun,646.98767963148,222.4381259563094,29.739658556024146
42,Ponselle,136.4975281638188,332.5274122580792,24.793149958014062
43,Carreno,637.2457206156619,152.6349137520611,14.55747909612768
44,Barrymore,381.29380824205737,558.742695442791,19.599984659755727
46,Grey,831.151033755634,612.8078382167996,44.10813016597682
47,Cori,78.07350094660806,445.9509164490646,36.93221447894007
48,de Beauvoir,298.58048735004616,420.6967913827528,24.078193968484598
50,Kenny,834.3215874001248,123.61875813559126,51.68775469946027
